Elapsed [s],T1 [C],T2 [C],T3 [C],T4 [C]
13062.59564,-7.6,999.0,-2.6,-8.0
13072.612943,-7.5,999.0,-2.5,-7.9
13082.651203,-7.6,999.0,-2.6,-7.9
13092.655373,-7.5,999.0,-2.6,-7.8
13102.68798,-7.5,999.0,-2.6,-8.0
13112.708748,-7.5,999.0,-2.6,-7.9
13122.743949,-7.5,999.0,-2.6,-8.0
13132.762848,-7.5,999.0,-2.7,-7.9
13142.798376,-7.4,999.0,-2.6,-8.0
13152.833557,-7.5,999.0,-2.6,-8.0
13162.835637,-7.4,999.0,-2.6,-8.0
13172.853533,-7.4,999.0,-2.6,-7.9
13182.876635,-7.4,999.0,-2.6,-8.0
13192.912851,-7.4,999.0,-2.6,-8.0
13202.947373,-7.4,999.0,-2.5,-8.0
13212.953477,-7.3,999.0,-2.6,-8.0
13222.987433,-7.4,999.0,-2.5,-8.0
13233.021632,-7.3,999.0,-2.6,-8.0
13243.058527,-7.2,999.0,-2.5,-7.9
13253.075949,-7.3,999.0,-2.6,-8.0
13263.110119,-7.2,999.0,-2.5,-8.0
13273.134716,-7.2,999.0,-2.5,-8.0
13283.164966,-7.2,999.0,-2.4,-7.9
13293.202595,-7.2,999.0,-2.5,-8.0
13303.20868,-7.2,999.0,-2.5,-7.9
13313.224888,-7.2,999.0,-2.4,-7.9
13323.229336,-7.2,999.0,-2.5,-8.0
13333.266141,-7.2,999.0,-2.5,-8.0
13343.283909,-7.2,999.0,-2.6,-7.9
13353.320225,-7.1,999.0,-2.5,-8.0
13363.356021,-7.0,999.0,-2.5,-8.0
13373.38794,-7.0,999.0,-2.4,-7.9
13383.403813,-7.1,999.0,-2.4,-7.9
13393.445555,-7.0,999.0,-2.5,-7.9
13403.464379,-7.0,999.0,-2.4,-7.9
13413.499064,-6.9,999.0,-2.4,-7.9
13423.503133,-6.9,999.0,-2.4,-7.9
13433.53805,-6.9,999.0,-2.4,-8.0
13443.558358,-6.9,999.0,-2.4,-7.9
13453.595843,-6.9,999.0,-2.4,-8.0
13463.612656,-6.9,999.0,-2.4,-7.9
13473.617886,-6.9,999.0,-2.4,-7.9
13483.653468,-6.9,999.0,-2.4,-7.9
13493.685023,-6.8,999.0,-2.4,-7.9
13503.700501,-6.8,999.0,-2.4,-8.0
13513.725887,-6.8,999.0,-2.4,-7.9
13523.741553,-6.8,999.0,-2.4,-7.8
13533.760575,-6.8,999.0,-2.3,-7.8
13543.770077,-6.7,999.0,-2.3,-7.9
13553.80035,-6.7,999.0,-2.3,-7.8
13563.825272,-6.7,999.0,-2.3,-7.9
13573.860565,-6.7,999.0,-2.3,-7.8
13583.864443,-6.6,999.0,-2.2,-7.8
13593.885421,-6.6,999.0,-2.3,-7.8
13603.902571,-6.6,999.0,-2.3,-7.8
13613.903323,-6.6,999.0,-2.2,-7.8
13623.943554,-6.6,999.0,-2.2,-7.8
13633.945489,-6.6,999.0,-2.2,-7.8
13643.962919,-6.5,999.0,-2.1,-7.8
13654.002061,-6.6,999.0,-2.3,-7.8
13664.021106,-6.5,999.0,-2.1,-7.8
13674.067702,-6.5,999.0,-2.2,-7.8
13684.077474,-6.5,999.0,-2.1,-7.8
13694.111886,-6.4,999.0,-2.1,-7.8
13704.128922,-6.4,999.0,-2.1,-7.8
13714.149321,-6.4,999.0,-2.1,-7.7
13724.169545,-6.4,999.0,-2.2,-7.7
13734.172954,-6.4,999.0,-2.1,-7.7
13744.208228,-6.4,999.0,-2.1,-7.8
13754.212595,-6.4,999.0,-2.1,-7.7
13764.247547,-6.4,999.0,-2.0,-7.7
13774.252203,-6.4,999.0,-2.0,-7.7
13784.287905,-6.3,999.0,-2.0,-7.7
13794.291888,-6.3,999.0,-2.0,-7.7
13804.326464,-6.2,999.0,-1.8,-7.7
13814.364805,-6.3,999.0,-2.0,-7.7
13824.380138,-6.3,999.0,-2.0,-7.7
13834.415658,-6.2,999.0,-1.9,-7.7
13844.43457,-6.2,999.0,-1.9,-7.7
13854.471524,-6.2,999.0,-1.9,-7.7
13864.505004,-6.2,999.0,-2.0,-7.7
13874.509982,-6.1,999.0,-1.8,-7.7
13884.545018,-6.1,999.0,-1.8,-7.7
13894.566131,-6.2,999.0,-1.8,-7.7
13904.601276,-6.1,999.0,-1.8,-7.6
13914.638256,-6.1,999.0,-1.8,-7.6
13924.655368,-6.1,999.0,-1.8,-7.7
13934.692385,-6.1,999.0,-1.8,-7.6
13944.712065,-6.1,999.0,-1.8,-7.7
13954.743333,-6.1,999.0,-1.8,-7.6
13964.764014,-6.1,999.0,-1.8,-7.6
13974.786402,-6.1,999.0,-1.8,-7.6
13984.804199,-6.1,999.0,-1.8,-7.7
13994.823357,-6.1,999.0,-1.8,-7.6
14004.85933,-6.1,999.0,-1.7,-7.6
14014.879009,-6.1,999.0,-1.7,-7.7
14024.914892,-6.1,999.0,-1.7,-7.6
14034.919029,-6.1,999.0,-1.7,-7.5
14044.955219,-6.0,999.0,-1.7,-7.5
14054.974235,-6.0,999.0,-1.6,-7.5
14064.995926,-6.1,999.0,-1.7,-7.6
14075.026533,-6.1,999.0,-1.7,-7.5
14085.046787,-6.1,999.0,-1.6,-7.6
14095.08563,-6.1,999.0,-1.8,-7.6
14105.117441,-6.0,999.0,-1.6,-7.6
14115.138476,-6.0,999.0,-1.6,-7.5
14125.161058,-6.0,999.0,-1.5,-7.5
14135.19219,-6.1,999.0,-1.6,-7.6
14145.228263,-6.1,999.0,-1.6,-7.6
14155.231803,-6.1,999.0,-1.6,-7.5
14165.251574,-6.1,999.0,-1.7,-7.5
14175.271296,-6.1,999.0,-1.6,-7.5
14185.295436,-6.0,999.0,-1.5,-7.5
14195.323798,-6.0,999.0,-1.5,-7.5
14205.330223,-6.1,999.0,-1.5,-7.5
14215.367541,-6.1,999.0,-1.5,-7.5
14225.368826,-6.1,999.0,-1.5,-7.5
14235.388008,-6.1,999.0,-1.3,-7.4
14245.407724,-6.1,999.0,-1.5,-7.5
14255.412139,-6.1,999.0,-1.5,-7.5
14265.44662,-6.1,999.0,-1.5,-7.5
14275.462994,-6.1,999.0,-1.5,-7.5
14285.482031,-6.1,999.0,-1.4,-7.5
14295.52059,-6.1,999.0,-1.5,-7.5
14305.524682,-6.1,999.0,-1.4,-7.5
14315.556925,-6.1,999.0,-1.5,-7.5
14325.564277,-6.1,999.0,-1.4,-7.5
14335.615457,-6.1,999.0,-1.4,-7.5
14345.618489,-6.1,999.0,-1.4,-7.5
14355.655137,-6.1,999.0,-1.3,-7.5
14365.658876,-6.1,999.0,-1.4,-7.5
14375.677855,-6.1,999.0,-1.4,-7.4
14385.714135,-6.1,999.0,-1.4,-7.6
14395.716956,-6.1,999.0,-1.4,-7.5
14405.732993,-6.2,999.0,-1.5,-7.5
14415.756567,-6.1,999.0,-1.3,-7.5
14425.775179,-6.1,999.0,-1.3,-7.5
14435.807731,-6.1,999.0,-1.3,-7.4
14445.831746,-6.2,999.0,-1.4,-7.5
14455.865648,-6.1,999.0,-1.3,-7.5
14465.913014,-6.2,999.0,-1.3,-7.6
14475.937785,-6.2,999.0,-1.3,-7.5
14485.95663,-6.2,999.0,-1.3,-7.5
14495.976357,-6.2,999.0,-1.3,-7.5
14506.011988,-6.1,999.0,-1.2,-7.4
14516.029995,-6.2,999.0,-1.3,-7.5
14526.046628,-6.3,999.0,-1.3,-7.5
14536.069587,-6.2,999.0,-1.3,-7.5
14546.105324,-6.2,999.0,-1.3,-7.5
14556.152046,-6.2,999.0,-1.2,-7.5
14566.176154,-6.3,999.0,-1.3,-7.5
14576.214456,-6.2,999.0,-1.3,-7.5
14586.258218,-6.4,999.0,-1.3,-7.5
14596.282852,-6.2,999.0,-1.2,-7.6
14606.287452,-6.3,999.0,-1.2,-7.5
14616.318028,-6.4,999.0,-1.2,-7.5
14626.354428,-6.3,999.0,-1.2,-7.5
14636.400214,-6.3,999.0,-1.2,-7.5
14646.4225,-6.3,999.0,-1.3,-7.5
14656.431003,-6.3,999.0,-1.2,-7.5
14666.482734,-6.3,999.0,-1.2,-7.5
14676.485163,-6.4,999.0,-1.3,-7.5
14686.504408,-6.4,999.0,-1.3,-7.5
14696.526721,-6.4,999.0,-1.2,-7.6
14706.560537,-6.4,999.0,-1.1,-7.4
14716.598856,-6.4,999.0,-1.2,-7.6
14726.616098,-6.4,999.0,-1.2,-7.5
14736.650472,-6.4,999.0,-1.2,-7.5
14746.685375,-6.4,999.0,-1.2,-7.5
14756.713154,-6.5,999.0,-1.2,-7.4
14766.739943,-6.4,999.0,-1.1,-7.5
14776.742941,-6.4,999.0,-1.2,-7.5
14786.782049,-6.5,999.0,-1.1,-7.6
14796.783048,-6.5,999.0,-1.1,-7.5
14806.822251,-6.5,999.0,-1.1,-7.6
14816.823567,-6.5,999.0,-1.2,-7.5
14826.843179,-6.5,999.0,-1.1,-7.5
14836.848904,-6.5,999.0,-1.1,-7.5
14846.865153,-6.5,999.0,-1.2,-7.6
14856.901377,-6.5,999.0,-1.1,-7.5
14866.918284,-6.5,999.0,-1.1,-7.5
14876.94134,-6.5,999.0,-1.1,-7.5
14886.959331,-6.5,999.0,-1.1,-7.6
14896.963653,-6.5,999.0,-1.1,-7.5
14906.997972,-6.5,999.0,-1.1,-7.6
14917.002161,-6.5,999.0,-1.0,-7.4
14927.038047,-6.5,999.0,-1.1,-7.5
14937.056341,-6.6,999.0,-1.0,-7.5
14947.093148,-6.6,999.0,-1.0,-7.5
14957.112549,-6.5,999.0,-1.0,-7.5
14967.125333,-6.6,999.0,-1.1,-7.5
14977.150811,-6.6,999.0,-1.0,-7.5
14987.154218,-6.6,999.0,-1.0,-7.5
14997.18974,-6.6,999.0,-1.0,-7.4
15007.193267,-6.6,999.0,-1.0,-7.5
15017.213706,-6.6,999.0,-1.0,-7.5
15027.233184,-6.6,999.0,-0.9,-7.5
15037.238746,-6.7,999.0,-1.0,-7.5
15047.25811,-6.6,999.0,-1.0,-7.4
15057.262228,-6.6,999.0,-1.0,-7.5
15067.30021,-6.6,999.0,-1.0,-7.5
15077.326191,-6.6,999.0,-1.0,-7.5
15087.35043,-6.6,999.0,-1.0,-7.5
15097.370007,-6.6,999.0,-1.0,-7.5
15107.374048,-6.7,999.0,-1.1,-7.5
15117.409079,-6.7,999.0,-1.0,-7.5
15127.41302,-6.6,999.0,-1.0,-7.5
15137.448751,-6.6,999.0,-0.8,-7.5
15147.453696,-6.7,999.0,-0.9,-7.5
15157.488219,-6.6,999.0,-0.9,-7.4
15167.492442,-6.6,999.0,-0.9,-7.5
15177.520283,-6.7,999.0,-0.9,-7.4
15187.545903,-6.7,999.0,-0.9,-7.4
15197.589675,-6.7,999.0,-1.0,-7.4
15207.617692,-6.6,999.0,-0.9,-7.4
15217.621508,-6.7,999.0,-0.9,-7.4
15227.649567,-6.6,999.0,-0.9,-7.4
15237.693061,-6.7,999.0,-0.8,-7.4
15247.695473,-6.7,999.0,-0.9,-7.4
15257.730545,-6.7,999.0,-0.9,-7.5
15267.735823,-6.6,999.0,-0.8,-7.4
15277.771084,-6.7,999.0,-0.9,-7.4
15287.794577,-6.6,999.0,-0.8,-7.4
15297.839218,-6.6,999.0,-0.8,-7.4
15307.874733,-6.7,999.0,-1.0,-7.4
15317.876558,-6.7,999.0,-0.9,-7.4
15327.916573,-6.6,999.0,-0.9,-7.4
15337.917704,-6.7,999.0,-0.8,-7.4
15347.935186,-6.7,999.0,-0.8,-7.4
15357.960462,-6.7,999.0,-0.8,-7.4
15367.977576,-6.6,999.0,-0.8,-7.4
15378.009891,-6.7,999.0,-0.8,-7.4
15388.035026,-6.6,999.0,-0.8,-7.4
15398.068131,-6.6,999.0,-0.8,-7.4
15408.101315,-6.7,999.0,-0.7,-7.4
15418.126689,-6.7,999.0,-0.8,-7.3
15428.154756,-6.7,999.0,-0.7,-7.3
15438.171674,-6.6,999.0,-0.8,-7.3
15448.200519,-6.7,999.0,-0.8,-7.3
15458.231844,-6.7,999.0,-0.8,-7.4
15468.273643,-6.6,999.0,-0.7,-7.3
15478.288344,-6.6,999.0,-0.7,-7.3
15488.313023,-6.7,999.0,-0.8,-7.3
15498.331963,-6.6,999.0,-0.7,-7.3
15508.361582,-6.6,999.0,-0.7,-7.3
15518.398042,-6.7,999.0,-0.6,-7.3
15528.41402,-6.7,999.0,-0.7,-7.3
15538.438662,-6.6,999.0,-0.6,-7.3
15548.45478,-6.6,999.0,-0.7,-7.3
15558.457852,-6.6,999.0,-0.8,-7.2
15568.49456,-6.6,999.0,-0.6,-7.3
15578.497904,-6.6,999.0,-0.8,-7.2
15588.534051,-6.5,999.0,-0.6,-7.2
15598.553042,-6.6,999.0,-0.6,-7.2
15608.589451,-6.6,999.0,-0.6,-7.2
15618.593199,-6.6,999.0,-0.6,-7.3
15628.612128,-6.6,999.0,-0.7,-7.2
15638.664374,-6.6,999.0,-0.5,-7.2
15648.666352,-6.6,999.0,-0.6,-7.2
15658.700889,-6.5,999.0,-0.6,-7.2
15668.736162,-6.6,999.0,-0.5,-7.2
15678.756735,-6.6,999.0,-0.5,-7.2
15688.792429,-6.5,999.0,-0.3,-7.2
15698.796506,-6.6,999.0,-0.5,-7.2
15708.831301,-6.6,999.0,-0.5,-7.1
15718.835821,-6.5,999.0,-0.4,-7.1
15728.871363,-6.6,999.0,-0.2,-7.2
15738.874809,-6.6,999.0,-0.5,-7.1
15748.910411,-6.6,999.0,-0.2,-7.1
15758.930314,-6.5,999.0,-0.4,-7.1
15768.948104,-6.6,999.0,-0.4,-7.1
15778.967445,-6.5,999.0,-0.1,-7.1
15788.971526,-6.6,999.0,-0.2,-7.0
15799.007653,-6.6,999.0,-0.4,-7.0
15809.010598,-6.6,999.0,-0.1,-7.0
15819.031077,-6.6,999.0,-0.4,-7.1
15829.036781,-6.5,999.0,-0.1,-7.0
15839.055221,-6.6,999.0,-0.1,-7.1
15849.090654,-6.5,999.0,0.0,-7.0
15859.120196,-6.6,999.0,-0.1,-7.0
15869.181935,-6.5,999.0,-0.1,-7.0
15879.210837,-6.5,999.0,0.0,-6.9
15889.215186,-6.6,999.0,0.0,-6.9
15899.248879,-6.5,999.0,0.0,-6.9
15909.253862,-6.6,999.0,0.0,-7.0
15919.289021,-6.6,999.0,0.1,-6.9
15929.309389,-6.6,999.0,0.0,-6.9
15939.344891,-6.5,999.0,0.0,-6.9
15949.365012,-6.5,999.0,0.1,-6.9
15959.415286,-6.6,999.0,0.1,-6.9
15969.451436,-6.5,999.0,0.3,-6.9
15979.455309,-6.5,999.0,0.2,-6.8
15989.494632,-6.5,999.0,0.2,-6.9
15999.524312,-6.6,999.0,0.2,-6.8
16009.543721,-6.6,999.0,0.3,-6.8
16019.575087,-6.6,999.0,0.2,-6.8
16029.600353,-6.6,999.0,0.3,-6.8
16039.637819,-6.5,999.0,0.3,-6.8
16049.63825,-6.6,999.0,0.3,-6.8
16059.675438,-6.5,999.0,0.3,-6.8
16069.693278,-6.6,999.0,0.3,-6.7
16079.713355,-6.5,999.0,0.3,-6.8
16089.73212,-6.6,999.0,0.4,-6.8
16099.768951,-6.6,999.0,0.4,-6.7
16109.806582,-6.6,999.0,0.4,-6.7
16119.8237,-6.6,999.0,0.5,-6.7
16129.858045,-6.6,999.0,0.4,-6.7
16139.904499,-6.6,999.0,0.5,-6.7
16149.946272,-6.7,999.0,0.5,-6.7
16159.978222,-6.7,999.0,0.5,-6.7
16170.001008,-6.7,999.0,0.5,-6.7
16180.036222,-6.6,999.0,0.6,-6.6
16190.069391,-6.7,999.0,0.6,-6.7
16200.073482,-6.7,999.0,0.5,-6.6
16210.11013,-6.7,999.0,0.6,-6.7
16220.113794,-6.7,999.0,0.6,-6.7
16230.178615,-6.7,999.0,0.6,-6.6
16240.196393,-6.7,999.0,0.7,-6.6
16250.256475,-6.7,999.0,0.7,-6.6
16260.280301,-6.7,999.0,0.6,-6.6
16270.30854,-6.7,999.0,0.8,-6.6
16280.33929,-6.7,999.0,0.7,-6.6
16290.355254,-6.7,999.0,0.8,-6.6
16300.396336,-6.7,999.0,0.7,-6.6
16310.398504,-6.7,999.0,0.8,-6.5
16320.415816,-6.7,999.0,0.8,-6.6
16330.453564,-6.8,999.0,0.8,-6.4
16340.488321,-6.7,999.0,0.8,-6.5
16350.523283,-6.8,999.0,0.7,-6.6
16360.54402,-6.7,999.0,0.8,-6.5
16370.570416,-6.8,999.0,0.8,-6.5
16380.594688,-6.7,999.0,0.8,-6.5
16390.60272,-6.9,999.0,0.8,-6.5
16400.636989,-6.8,999.0,0.8,-6.5
16410.683618,-6.8,999.0,0.8,-6.5
16420.707863,-6.8,999.0,0.9,-6.5
16430.711957,-6.8,999.0,0.9,-6.5
16440.744317,-6.9,999.0,1.1,-6.5
16450.783265,-6.9,999.0,0.9,-6.4
16460.833147,-6.9,999.0,0.9,-6.5
16470.865913,-6.9,999.0,0.9,-6.5
16480.90412,-6.9,999.0,0.9,-6.5
16490.942706,-6.8,999.0,1.0,-6.5
16500.975503,-6.9,999.0,0.9,-6.6
16510.994281,-6.9,999.0,1.1,-6.6
16521.044412,-6.9,999.0,1.0,-6.5
16531.060384,-6.9,999.0,1.0,-6.5
16541.084979,-6.9,999.0,0.9,-6.5
16551.119383,-6.9,999.0,1.0,-6.5
16561.13216,-6.9,999.0,0.9,-6.6
16571.175738,-6.9,999.0,1.1,-6.5
16581.177794,-6.9,999.0,1.0,-6.5
16591.218085,-6.9,999.0,1.0,-6.6
16601.233273,-6.9,999.0,1.0,-6.6
16611.253397,-6.9,999.0,1.1,-6.6
16621.2884,-6.9,999.0,1.0,-6.6
16631.291961,-7.0,999.0,1.0,-6.6
16641.327367,-6.9,999.0,1.1,-6.6
16651.330224,-6.9,999.0,1.0,-6.6
16661.367267,-7.0,999.0,1.1,-6.7
16671.386641,-7.0,999.0,1.1,-6.6
16681.405468,-7.0,999.0,1.0,-6.6
16691.440234,-7.0,999.0,1.1,-6.6
16701.444059,-6.9,999.0,1.1,-6.6
16711.479206,-7.1,999.0,1.0,-6.6
16721.485501,-7.1,999.0,1.0,-6.6
16731.524377,-7.1,999.0,1.0,-6.6
16741.552666,-7.1,999.0,0.9,-6.7
16751.578665,-7.1,999.0,1.1,-6.7
16761.595289,-7.1,999.0,1.1,-6.7
16771.596491,-7.0,999.0,1.1,-6.7
16781.633946,-7.1,999.0,1.1,-6.7
16791.637505,-7.1,999.0,1.0,-6.7
16801.671643,-7.1,999.0,1.1,-6.7
16811.694368,-7.1,999.0,1.0,-6.7
16821.710986,-7.1,999.0,1.1,-6.7
16831.748349,-7.1,999.0,1.0,-6.7
16841.781274,-7.1,999.0,1.1,-6.7
16851.820879,-7.1,999.0,1.1,-6.7
16861.836694,-7.1,999.0,1.1,-6.7
16871.874622,-7.1,999.0,1.1,-6.7
16881.890883,-7.1,999.0,1.1,-6.7
16891.926231,-7.1,999.0,1.1,-6.7
16901.959915,-7.2,999.0,1.1,-6.8
16911.964536,-7.1,999.0,1.1,-6.8
16921.999723,-7.1,999.0,1.1,-6.7
16932.01976,-7.1,999.0,1.1,-6.7
16942.055603,-7.2,999.0,1.1,-6.7
16952.091138,-7.1,999.0,1.1,-6.8
16962.094639,-7.1,999.0,1.1,-6.8
16972.134254,-7.1,999.0,1.2,-6.8
16982.164669,-7.2,999.0,1.1,-6.8
16992.183838,-7.2,999.0,1.1,-6.8
17002.203298,-7.1,999.0,1.1,-6.8
17012.208197,-7.2,999.0,1.1,-6.8
17022.243197,-7.1,999.0,1.1,-6.8
17032.247022,-7.2,999.0,1.0,-6.9
17042.283202,-7.1,999.0,1.1,-6.8
17052.286125,-7.1,999.0,1.1,-6.9
17062.321973,-7.1,999.0,1.1,-6.8
17072.341872,-7.2,999.0,1.1,-6.9
17082.344654,-7.2,999.0,1.1,-6.9
17092.379518,-7.2,999.0,1.1,-6.9
17102.383257,-7.2,999.0,1.1,-6.9
17112.419043,-7.1,999.0,1.1,-6.9
17122.422413,-7.2,999.0,1.1,-6.9
17132.443009,-7.2,999.0,1.1,-6.9
17142.462791,-7.2,999.0,1.1,-6.9
17152.46714,-7.2,999.0,1.2,-6.9
17162.4863,-7.1,999.0,1.1,-6.9
17172.520973,-7.2,999.0,1.1,-6.9
17182.561476,-7.1,999.0,1.2,-6.8
17192.575229,-7.2,999.0,1.2,-6.9
17202.591355,-7.1,999.0,1.1,-6.9
17212.617044,-7.2,999.0,1.2,-6.8
17222.650872,-7.2,999.0,1.3,-6.8
17232.686376,-7.2,999.0,1.2,-6.9
17242.704638,-7.2,999.0,1.1,-6.9
17252.721785,-7.1,999.0,1.2,-6.9
17262.744251,-7.2,999.0,1.2,-6.8
17272.781462,-7.1,999.0,1.3,-6.9
17282.815415,-7.2,999.0,1.2,-6.9
17292.819638,-7.2,999.0,1.3,-6.9
17302.857256,-7.2,999.0,1.3,-6.9
17312.895447,-7.2,999.0,1.3,-6.9
17322.926195,-7.1,999.0,1.3,-6.9
17332.929513,-7.2,999.0,1.3,-6.9
17342.947648,-7.2,999.0,1.3,-6.8
17352.980633,-7.2,999.0,1.4,-6.8
17363.003626,-7.2,999.0,1.4,-6.9
17373.038338,-7.1,999.0,1.4,-6.8
17383.056672,-7.2,999.0,1.4,-6.8
17393.095873,-7.2,999.0,1.5,-6.9
17403.115306,-7.2,999.0,1.5,-6.8
17413.13295,-7.1,999.0,1.5,-6.9
17423.169607,-7.2,999.0,1.5,-6.8
17433.186115,-7.2,999.0,1.5,-6.9
17443.225523,-7.2,999.0,1.5,-6.8
17453.226055,-7.2,999.0,1.5,-6.8
17463.245571,-7.2,999.0,1.5,-6.8
17473.29116,-7.2,999.0,1.5,-6.7
17483.317169,-7.2,999.0,1.6,-6.8
17493.352869,-7.2,999.0,1.6,-6.8
17503.39907,-7.2,999.0,1.5,-6.7
17513.423755,-7.1,999.0,1.6,-6.8
17523.427105,-7.2,999.0,1.6,-6.8
17533.4539,-7.2,999.0,1.6,-6.7
17543.482631,-7.2,999.0,1.6,-6.7
17553.499736,-7.2,999.0,1.7,-6.7
17563.525215,-7.1,999.0,1.7,-6.7
17573.555686,-7.2,999.0,1.7,-6.7
17583.590463,-7.2,999.0,1.7,-6.7
17593.624884,-7.2,999.0,1.8,-6.7
17603.629929,-7.2,999.0,1.8,-6.7
17613.66455,-7.2,999.0,1.8,-6.7
17623.683899,-7.2,999.0,1.9,-6.7
17633.720068,-7.2,999.0,1.9,-6.7
17643.724392,-7.2,999.0,1.9,-6.7
17653.743823,-7.1,999.0,1.9,-6.6
17663.778965,-7.2,999.0,1.9,-6.6
17673.796083,-7.1,999.0,2.0,-6.6
17683.817306,-7.2,999.0,1.9,-6.6
17693.820304,-7.2,999.0,2.0,-6.5
17703.85741,-7.2,999.0,2.0,-6.7
17713.875416,-7.2,999.0,1.9,-6.6
17723.89654,-7.2,999.0,2.1,-6.5
17733.915891,-7.2,999.0,2.0,-6.6
17743.919145,-7.1,999.0,2.2,-6.5
17753.9559,-7.2,999.0,2.1,-6.4
17763.96991,-7.1,999.0,2.1,-6.5
17774.007876,-7.2,999.0,2.2,-6.5
17784.013344,-7.2,999.0,2.2,-6.4
17794.03169,-7.2,999.0,2.2,-6.5
17804.052355,-7.2,999.0,2.2,-6.4
17814.055091,-7.2,999.0,2.2,-6.4
17824.091776,-7.2,999.0,2.3,-6.4
17834.095225,-7.2,999.0,2.3,-6.4
17844.130794,-7.1,999.0,2.3,-6.4
17854.135646,-7.2,999.0,2.4,-6.4
17864.154829,-7.1,999.0,2.5,-6.4
17874.172692,-7.2,999.0,2.4,-6.3
17884.176828,-7.1,999.0,2.4,-6.3
17894.212112,-7.1,999.0,2.4,-6.4
17904.231578,-7.1,999.0,2.5,-6.4
17914.267106,-7.2,999.0,2.5,-6.3
17924.272212,-7.1,999.0,2.5,-6.4
17934.322471,-7.2,999.0,2.4,-6.3
17944.342143,-7.1,999.0,2.6,-6.3
17954.346393,-7.2,999.0,2.6,-6.2
17964.381475,-7.1,999.0,2.6,-6.2
17974.396455,-7.2,999.0,2.6,-6.2
17984.41974,-7.2,999.0,2.7,-6.2
17994.465634,-7.2,999.0,2.7,-6.2
18004.490383,-7.1,999.0,2.7,-6.2
18014.510403,-7.1,999.0,2.7,-6.2
18024.529378,-7.1,999.0,2.7,-6.2
18034.564563,-7.0,999.0,2.8,-6.1
18044.570268,-7.1,999.0,2.7,-6.1
18054.603885,-7.1,999.0,2.9,-6.1
18064.628879,-7.2,999.0,2.8,-6.1
18074.659832,-7.0,999.0,2.9,-6.1
18084.680352,-7.1,999.0,2.9,-6.1
18094.693168,-7.1,999.0,2.9,-6.1
18104.716789,-7.1,999.0,3.0,-6.1
18114.734024,-7.1,999.0,3.0,-6.1
18124.757495,-7.1,999.0,3.0,-6.1
18134.792393,-7.2,999.0,3.0,-6.1
18144.79392,-7.1,999.0,3.0,-6.1
18154.831716,-7.1,999.0,3.0,-6.1
18164.852463,-7.1,999.0,3.1,-6.0
18174.888603,-7.1,999.0,3.2,-6.0
18184.890711,-7.1,999.0,3.1,-6.1
18194.925983,-7.1,999.0,3.0,-6.0
18204.944619,-7.1,999.0,3.2,-6.0
18214.965141,-7.1,999.0,3.2,-6.0
18224.998962,-7.0,999.0,3.3,-6.0
18235.001789,-7.1,999.0,3.2,-6.0
18245.038961,-7.0,999.0,3.2,-6.0
18255.058962,-7.1,999.0,3.2,-5.9
18265.113792,-7.1,999.0,3.3,-6.0
18275.145021,-7.1,999.0,3.3,-5.9
18285.148852,-7.1,999.0,3.3,-6.0
18295.201895,-7.1,999.0,3.3,-5.9
18305.204315,-7.1,999.0,3.3,-6.0
18315.239748,-7.0,999.0,3.3,-5.9
18325.257194,-7.0,999.0,3.4,-5.9
18335.27827,-7.0,999.0,3.4,-5.9
18345.296765,-7.1,999.0,3.5,-6.0
18355.301642,-7.0,999.0,3.4,-5.9
18365.336325,-7.1,999.0,3.5,-5.9
18375.342424,-7.1,999.0,3.5,-5.9
18385.381087,-7.1,999.0,3.5,-5.9
18395.395705,-7.0,999.0,3.5,-5.9
18405.415454,-7.1,999.0,3.5,-5.9
18415.434309,-7.0,999.0,3.6,-5.9
18425.439166,-7.0,999.0,3.5,-6.0
18435.49227,-7.1,999.0,3.6,-5.9
18445.510346,-7.1,999.0,3.6,-6.0
18455.543753,-7.1,999.0,3.6,-5.9
18465.563482,-7.0,999.0,3.6,-5.9
18475.567419,-7.0,999.0,3.5,-6.0
18485.602615,-7.0,999.0,3.7,-5.9
18495.60678,-7.0,999.0,3.6,-5.9
18505.642127,-7.0,999.0,3.7,-5.9
18515.648037,-7.0,999.0,3.9,-6.0
18525.681484,-7.1,999.0,3.7,-6.0
18535.68568,-7.0,999.0,3.6,-5.9
18545.703775,-7.0,999.0,3.8,-5.9
18555.740615,-7.0,999.0,3.7,-5.9
18565.742782,-7.0,999.0,3.7,-6.0
18575.778977,-7.0,999.0,3.7,-6.0
18585.783333,-7.1,999.0,3.8,-6.0
18595.818386,-7.0,999.0,4.0,-6.0
18605.853472,-7.0,999.0,3.8,-6.0
18615.857011,-7.1,999.0,4.1,-6.0
18625.893841,-7.1,999.0,3.8,-6.0
18635.897714,-7.1,999.0,4.1,-6.0
18645.932726,-7.1,999.0,4.0,-6.0
18655.934265,-7.0,999.0,3.8,-6.0
18665.969917,-7.0,999.0,3.9,-6.0
18675.975949,-7.0,999.0,4.0,-6.0
18685.993647,-7.1,999.0,4.0,-6.0
18696.029506,-7.1,999.0,4.1,-6.1
18706.034392,-7.0,999.0,4.1,-6.1
18716.069497,-7.1,999.0,4.0,-6.1
18726.088727,-7.0,999.0,4.2,-6.1
18736.10787,-7.1,999.0,4.0,-6.1
18746.149493,-7.0,999.0,4.1,-6.1
18756.194321,-7.0,999.0,4.2,-6.1
18766.231486,-7.1,999.0,4.2,-6.1
