Elapsed [s],T1 [C],T2 [C],T3 [C],T4 [C]
27026.768879,-6.4,999.0,12.6,-8.3
27036.789297,-6.4,999.0,12.7,-8.3
27046.840201,-6.4,999.0,12.6,-8.3
27056.846221,-6.4,999.0,12.6,-8.3
27066.882658,-6.5,999.0,12.6,-8.4
27076.899885,-6.4,999.0,12.5,-8.3
27086.941713,-6.4,999.0,12.6,-8.3
27096.970858,-6.4,999.0,12.7,-8.3
27106.990965,-6.5,999.0,12.6,-8.3
27117.029072,-6.4,999.0,12.7,-8.3
27127.029777,-6.5,999.0,12.7,-8.4
27137.049648,-6.4,999.0,12.7,-8.4
27147.071488,-6.4,999.0,12.7,-8.3
27157.089943,-6.5,999.0,12.8,-8.3
27167.125781,-6.5,999.0,12.7,-8.3
27177.129535,-6.5,999.0,12.7,-8.3
27187.164916,-6.4,999.0,12.8,-8.3
27197.184684,-6.5,999.0,12.8,-8.4
27207.227189,-6.5,999.0,12.8,-8.4
27217.255272,-6.5,999.0,12.8,-8.4
27227.257449,-6.5,999.0,12.9,-8.4
27237.296825,-6.5,999.0,12.9,-8.4
27247.299868,-6.5,999.0,12.7,-8.4
27257.335594,-6.5,999.0,12.9,-8.4
27267.340257,-6.5,999.0,12.9,-8.4
27277.376685,-6.5,999.0,13.1,-8.4
27287.396176,-6.5,999.0,12.9,-8.4
27297.400294,-6.5,999.0,12.9,-8.3
27307.436165,-6.6,999.0,13.1,-8.4
27317.483688,-6.6,999.0,13.1,-8.5
27327.521902,-6.5,999.0,13.1,-8.5
27337.541416,-6.6,999.0,13.1,-8.4
27347.557287,-6.6,999.0,13.1,-8.4
27357.599012,-6.6,999.0,13.1,-8.4
27367.601803,-6.6,999.0,13.1,-8.4
27377.618383,-6.6,999.0,13.2,-8.4
27387.658096,-6.7,999.0,13.2,-8.5
27397.693709,-6.6,999.0,13.2,-8.4
27407.713069,-6.7,999.0,13.2,-8.5
27417.717535,-6.7,999.0,13.3,-8.4
27427.757598,-6.7,999.0,13.3,-8.4
27437.784738,-6.7,999.0,13.4,-8.4
27447.80813,-6.7,999.0,13.3,-8.5
27457.81198,-6.7,999.0,13.3,-8.5
27467.843826,-6.7,999.0,13.4,-8.5
27477.88478,-6.7,999.0,13.4,-8.5
27487.888118,-6.7,999.0,13.4,-8.5
27497.922278,-6.7,999.0,13.4,-8.4
27507.944807,-6.8,999.0,13.4,-8.5
27517.980482,-6.8,999.0,13.4,-8.5
27528.043698,-6.7,999.0,13.5,-8.5
27538.067126,-6.8,999.0,13.4,-8.5
27548.102181,-6.7,999.0,13.7,-8.4
27558.149562,-6.8,999.0,13.6,-8.5
27568.173296,-6.8,999.0,13.6,-8.5
27578.17656,-6.8,999.0,13.6,-8.5
27588.210483,-6.8,999.0,13.7,-8.4
27598.250079,-6.8,999.0,13.7,-8.5
27608.267837,-6.9,999.0,13.7,-8.5
27618.30756,-6.9,999.0,13.8,-8.5
27628.325933,-6.8,999.0,13.7,-8.5
27638.360529,-6.9,999.0,13.8,-8.5
27648.379004,-6.9,999.0,13.9,-8.5
27658.401914,-6.9,999.0,13.8,-8.5
27668.419694,-6.9,999.0,13.9,-8.4
27678.433946,-6.9,999.0,13.9,-8.5
27688.448076,-6.9,999.0,13.9,-8.4
27698.47801,-6.9,999.0,14.0,-8.5
27708.513719,-7.0,999.0,14.0,-8.4
27718.521715,-6.9,999.0,14.0,-8.4
27728.539065,-7.0,999.0,14.0,-8.4
27738.558796,-7.0,999.0,14.1,-8.4
27748.563536,-7.0,999.0,14.1,-8.5
27758.597966,-7.0,999.0,14.1,-8.4
27768.603227,-7.1,999.0,14.1,-8.5
27778.653472,-7.0,999.0,14.1,-8.5
27788.672627,-7.1,999.0,14.1,-8.5
27798.692307,-7.1,999.0,14.3,-8.4
27808.71635,-7.1,999.0,14.2,-8.4
27818.732945,-7.2,999.0,14.3,-8.4
27828.768292,-7.1,999.0,14.3,-8.4
27838.77241,-7.1,999.0,14.3,-8.5
27848.808985,-7.2,999.0,14.3,-8.5
27858.813743,-7.2,999.0,14.3,-8.5
27868.864426,-7.2,999.0,14.3,-8.5
27878.900189,-7.2,999.0,14.5,-8.4
27888.903978,-7.2,999.0,14.4,-8.4
27898.943924,-7.2,999.0,14.4,-8.4
27908.988002,-7.2,999.0,14.5,-8.4
27919.00976,-7.3,999.0,14.4,-8.5
27929.045833,-7.2,999.0,14.5,-8.4
27939.066115,-7.3,999.0,14.6,-8.4
27949.101873,-7.3,999.0,14.6,-8.4
27959.136684,-7.3,999.0,14.5,-8.5
27969.156777,-7.3,999.0,14.6,-8.4
27979.193249,-7.3,999.0,14.6,-8.4
27989.197332,-7.4,999.0,14.6,-8.4
27999.233136,-7.3,999.0,14.7,-8.4
28009.237324,-7.4,999.0,14.6,-8.4
28019.273341,-7.3,999.0,14.8,-8.4
28029.275885,-7.4,999.0,14.8,-8.4
28039.295145,-7.4,999.0,14.8,-8.3
28049.331846,-7.4,999.0,14.8,-8.4
28059.351509,-7.4,999.0,14.8,-8.4
28069.381001,-7.4,999.0,14.9,-8.4
28079.40763,-7.4,999.0,14.9,-8.4
28089.442966,-7.5,999.0,14.9,-8.4
28099.447377,-7.4,999.0,14.9,-8.4
28109.484758,-7.5,999.0,14.8,-8.4
28119.489103,-7.5,999.0,15.0,-8.3
28129.523691,-7.5,999.0,15.0,-8.4
28139.573846,-7.5,999.0,15.0,-8.4
28149.593811,-7.5,999.0,15.1,-8.3
28159.643891,-7.6,999.0,15.0,-8.3
28169.663554,-7.5,999.0,15.1,-8.3
28179.669417,-7.6,999.0,15.0,-8.3
28189.704266,-7.5,999.0,15.1,-8.3
28199.707512,-7.5,999.0,15.2,-8.3
28209.744263,-7.6,999.0,15.2,-8.3
28219.7643,-7.6,999.0,15.2,-8.3
28229.783547,-7.6,999.0,15.3,-8.3
28239.820584,-7.6,999.0,15.3,-8.3
28249.84079,-7.6,999.0,15.3,-8.3
28259.892708,-7.7,999.0,15.3,-8.3
28269.894772,-7.6,999.0,15.4,-8.3
28279.929258,-7.6,999.0,15.4,-8.2
28289.963371,-7.7,999.0,15.5,-8.3
28299.970706,-7.6,999.0,15.4,-8.2
28310.005633,-7.7,999.0,15.5,-8.3
28320.010796,-7.7,999.0,15.5,-8.3
28330.047106,-7.7,999.0,15.5,-8.2
28340.050298,-7.7,999.0,15.6,-8.2
28350.085766,-7.7,999.0,15.5,-8.2
28360.090635,-7.7,999.0,15.7,-8.2
28370.117392,-7.7,999.0,15.7,-8.2
28380.135351,-7.7,999.0,15.7,-8.2
28390.151568,-7.7,999.0,15.7,-8.2
28400.216059,-7.7,999.0,15.7,-8.2
28410.263302,-7.7,999.0,15.7,-8.2
28420.288439,-7.8,999.0,15.8,-8.2
28430.306041,-7.7,999.0,15.8,-8.2
28440.307586,-7.8,999.0,15.8,-8.2
28450.347983,-7.7,999.0,15.9,-8.2
28460.366686,-7.7,999.0,15.9,-8.2
28470.402632,-7.8,999.0,16.0,-8.2
28480.407611,-7.8,999.0,16.0,-8.1
28490.449701,-7.8,999.0,16.3,-8.2
28500.494753,-7.8,999.0,16.1,-8.1
28510.516567,-7.9,999.0,15.9,-8.1
28520.54802,-7.8,999.0,16.1,-8.1
28530.580978,-7.8,999.0,16.2,-8.1
28540.610017,-7.9,999.0,16.2,-8.1
28550.638885,-7.8,999.0,16.4,-8.1
28560.640615,-7.9,999.0,16.3,-8.1
28570.681513,-7.9,999.0,16.3,-8.0
28580.684213,-7.9,999.0,16.5,-8.1
28590.731208,-7.9,999.0,16.5,-8.0
28600.754897,-7.9,999.0,16.6,-8.1
28610.775931,-7.9,999.0,16.6,-8.1
28620.810383,-7.9,999.0,16.7,-8.0
28630.832491,-7.9,999.0,16.8,-8.0
28640.849889,-8.0,999.0,16.7,-8.0
28650.881856,-8.0,999.0,16.8,-8.0
28660.89982,-7.9,999.0,16.8,-8.0
28670.925156,-8.0,999.0,16.8,-8.0
28680.972142,-8.0,999.0,16.9,-8.0
28691.011708,-8.0,999.0,16.9,-7.9
28701.0168,-8.0,999.0,17.0,-8.0
28711.056029,-8.0,999.0,17.0,-8.0
28721.071938,-8.0,999.0,17.0,-7.9
28731.092372,-8.0,999.0,17.0,-7.9
28741.110191,-8.0,999.0,17.1,-8.0
28751.114439,-8.1,999.0,17.0,-7.9
28761.149785,-8.0,999.0,17.2,-7.9
28771.153688,-8.0,999.0,17.2,-7.9
28781.190149,-8.0,999.0,17.2,-7.9
28791.195194,-8.0,999.0,17.3,-7.9
28801.230517,-8.0,999.0,17.3,-7.8
28811.235901,-8.1,999.0,17.3,-7.8
28821.254955,-8.0,999.0,17.4,-7.8
28831.275208,-8.1,999.0,17.3,-7.8
28841.276892,-8.1,999.0,17.4,-7.8
28851.313254,-8.1,999.0,17.5,-7.8
28861.317987,-8.1,999.0,17.5,-7.8
28871.353401,-8.1,999.0,17.6,-7.8
28881.374462,-8.2,999.0,17.7,-7.8
28891.392362,-8.0,999.0,17.6,-7.8
28901.430092,-8.0,999.0,17.6,-7.7
28911.433629,-8.1,999.0,17.7,-7.8
28921.469343,-8.1,999.0,17.6,-7.8
28931.477921,-8.1,999.0,17.7,-7.8
28941.51012,-8.1,999.0,17.7,-7.7
28951.528691,-8.2,999.0,17.8,-7.8
28961.563307,-8.1,999.0,17.8,-7.7
28971.599621,-8.2,999.0,17.8,-7.8
28981.60305,-8.2,999.0,17.8,-7.8
28991.639991,-8.2,999.0,17.9,-7.8
29001.643207,-8.2,999.0,17.8,-7.8
29011.678252,-8.2,999.0,17.9,-7.7
29021.714442,-8.2,999.0,17.8,-7.8
29031.719327,-8.2,999.0,18.0,-7.7
29041.739277,-8.2,999.0,18.0,-7.7
29051.743445,-8.2,999.0,18.0,-7.7
29061.778555,-8.3,999.0,18.0,-7.7
29071.781523,-8.3,999.0,18.0,-7.8
29081.799687,-8.3,999.0,18.1,-7.7
29091.822821,-8.3,999.0,18.1,-7.7
29101.8417,-8.3,999.0,18.0,-7.7
29111.878584,-8.3,999.0,18.1,-7.7
29121.881242,-8.3,999.0,18.0,-7.8
29131.917332,-8.3,999.0,18.3,-7.7
29141.923561,-8.3,999.0,18.1,-7.7
29151.959067,-8.3,999.0,18.2,-7.7
29161.991481,-8.3,999.0,18.2,-7.7
29172.012282,-8.3,999.0,18.2,-7.8
29182.049456,-8.4,999.0,18.2,-7.8
29192.051717,-8.4,999.0,18.2,-7.7
29202.087279,-8.3,999.0,18.2,-7.7
29212.106767,-8.3,999.0,18.4,-7.8
29222.143671,-8.4,999.0,18.2,-7.8
29232.164525,-8.3,999.0,18.3,-7.8
29242.182826,-8.4,999.0,18.3,-7.8
29252.21859,-8.4,999.0,18.3,-7.8
29262.221901,-8.4,999.0,18.3,-7.8
29272.258123,-8.4,999.0,18.3,-7.8
29282.261735,-8.4,999.0,18.3,-7.8
29292.299268,-8.4,999.0,18.3,-7.8
29302.302547,-8.4,999.0,18.3,-7.8
29312.320867,-8.4,999.0,18.3,-7.8
29322.352783,-8.5,999.0,18.3,-7.9
29332.361756,-8.4,999.0,18.3,-7.9
29342.411431,-8.4,999.0,18.4,-7.8
29352.427501,-8.5,999.0,18.3,-7.9
29362.452652,-8.5,999.0,18.5,-7.8
29372.472337,-8.4,999.0,18.3,-7.9
29382.492826,-8.4,999.0,18.3,-7.9
29392.530229,-8.5,999.0,18.3,-7.9
29402.547195,-8.4,999.0,18.3,-7.9
29412.579668,-8.5,999.0,18.4,-7.9
29422.601932,-8.5,999.0,18.3,-7.9
29432.62209,-8.5,999.0,18.4,-7.9
29442.654113,-8.5,999.0,18.4,-7.9
29452.663109,-8.5,999.0,18.4,-8.0
29462.712263,-8.5,999.0,18.4,-8.0
29472.718182,-8.5,999.0,18.3,-8.0
29482.753455,-8.5,999.0,18.3,-8.0
29492.75728,-8.6,999.0,18.3,-8.0
29502.784816,-8.6,999.0,18.4,-8.0
29512.811599,-8.6,999.0,18.4,-8.0
29522.815358,-8.5,999.0,18.4,-8.0
29532.851427,-8.5,999.0,18.3,-8.0
29542.855354,-8.6,999.0,18.3,-8.2
29552.891414,-8.6,999.0,18.4,-8.0
29562.895965,-8.6,999.0,18.3,-8.0
29572.916037,-8.6,999.0,18.4,-8.1
29582.935674,-8.6,999.0,18.4,-8.1
29592.940901,-8.6,999.0,18.4,-8.1
29602.976161,-8.5,999.0,18.3,-8.1
29612.99125,-8.6,999.0,18.3,-8.1
29623.014601,-8.6,999.0,18.4,-8.1
29633.0333,-8.6,999.0,18.4,-8.1
29643.0601,-8.6,999.0,18.3,-8.1
29653.090724,-8.6,999.0,18.4,-8.1
29663.093909,-8.6,999.0,18.2,-8.2
29673.129092,-8.6,999.0,18.4,-8.1
29683.134298,-8.6,999.0,18.3,-8.2
29693.169239,-8.6,999.0,18.3,-8.2
29703.17429,-8.7,999.0,18.3,-8.2
29713.20125,-8.6,999.0,18.4,-8.2
29723.227571,-8.7,999.0,18.4,-8.2
29733.233504,-8.7,999.0,18.4,-8.2
29743.268564,-8.7,999.0,18.4,-8.2
29753.271694,-8.7,999.0,18.4,-8.2
29763.323638,-8.7,999.0,18.4,-8.2
29773.328124,-8.6,999.0,18.4,-8.2
29783.34775,-8.7,999.0,18.4,-8.2
29793.383402,-8.7,999.0,18.4,-8.2
29803.389843,-8.6,999.0,18.4,-8.3
29813.423203,-8.7,999.0,18.4,-8.2
29823.439907,-8.7,999.0,18.3,-8.3
29833.465971,-8.7,999.0,18.4,-8.3
29843.483151,-8.7,999.0,18.3,-8.3
29853.500663,-8.8,999.0,18.3,-8.3
29863.526073,-8.7,999.0,18.3,-8.3
29873.572028,-8.7,999.0,18.5,-8.2
29883.624877,-8.7,999.0,18.4,-8.3
29893.647569,-8.8,999.0,18.4,-8.2
29903.679076,-8.7,999.0,18.4,-8.3
29913.714549,-8.7,999.0,18.3,-8.3
29923.750403,-8.8,999.0,18.4,-8.3
29933.802226,-8.8,999.0,18.4,-8.4
29943.821402,-8.7,999.0,18.4,-8.3
29953.889263,-8.8,999.0,18.3,-8.5
29963.924084,-8.7,999.0,18.5,-8.3
29973.954179,-8.7,999.0,18.4,-8.3
29983.978625,-8.7,999.0,18.4,-8.4
29993.985409,-8.7,999.0,18.4,-8.4
30004.017818,-8.7,999.0,18.4,-8.5
30014.053804,-8.8,999.0,18.5,-8.5
30024.058094,-8.7,999.0,18.4,-8.4
30034.095275,-8.7,999.0,18.4,-8.4
30044.097949,-8.7,999.0,18.4,-8.5
30054.149392,-8.8,999.0,18.4,-8.4
30064.154321,-8.8,999.0,18.4,-8.5
30074.190008,-8.7,999.0,18.5,-8.5
30084.223649,-8.8,999.0,18.3,-8.5
30094.238232,-8.7,999.0,18.4,-8.5
30104.279111,-8.8,999.0,18.4,-8.5
30114.310158,-8.9,999.0,18.5,-8.5
30124.335331,-8.7,999.0,18.5,-8.5
30134.356028,-8.8,999.0,18.3,-8.5
30144.390967,-8.7,999.0,18.5,-8.5
30154.410238,-8.7,999.0,18.5,-8.5
30164.414325,-8.8,999.0,18.6,-8.5
30174.449785,-8.8,999.0,18.5,-8.5
30184.455512,-8.9,999.0,18.5,-8.6
30194.489154,-8.8,999.0,18.5,-8.5
30204.508182,-8.8,999.0,18.4,-8.5
30214.546464,-8.8,999.0,18.3,-8.6
30224.564506,-8.8,999.0,18.4,-8.7
30234.580257,-8.7,999.0,18.4,-8.6
30244.619678,-8.8,999.0,18.4,-8.6
30254.640007,-8.8,999.0,18.5,-8.6
30264.65635,-8.9,999.0,18.4,-8.6
30274.680751,-8.8,999.0,18.4,-8.7
30284.699479,-8.8,999.0,18.4,-8.7
30294.735038,-8.8,999.0,18.5,-8.7
30304.755258,-8.9,999.0,18.4,-8.7
30314.79122,-8.9,999.0,18.4,-8.7
30324.839437,-8.8,999.0,18.4,-8.8
30334.860086,-8.9,999.0,18.3,-8.8
30344.880498,-8.9,999.0,18.4,-8.8
30354.895994,-8.9,999.0,18.4,-8.7
30364.935993,-8.8,999.0,18.4,-8.8
30374.939934,-8.9,999.0,18.3,-9.0
30384.973265,-8.9,999.0,18.4,-8.9
30394.981206,-8.9,999.0,18.3,-8.8
30405.015693,-8.9,999.0,18.3,-8.8
30415.031941,-8.9,999.0,18.4,-9.0
30425.040248,-8.9,999.0,18.2,-8.9
30435.07672,-8.8,999.0,18.4,-8.8
30445.096024,-8.9,999.0,18.3,-8.8
30455.129082,-8.9,999.0,18.3,-8.8
30465.133285,-8.9,999.0,18.3,-8.8
30475.171755,-8.9,999.0,18.3,-8.8
30485.189174,-8.9,999.0,18.3,-9.1
30495.193489,-8.9,999.0,18.3,-8.9
30505.230756,-8.9,999.0,18.3,-8.9
30515.233743,-8.9,999.0,18.3,-9.1
30525.269669,-8.9,999.0,18.3,-8.9
30535.273464,-8.9,999.0,18.2,-9.0
30545.29178,-8.9,999.0,18.3,-9.0
30555.327001,-8.9,999.0,18.3,-9.2
30565.331342,-9.0,999.0,18.3,-9.1
30575.36645,-8.9,999.0,18.3,-9.0
30585.370975,-8.9,999.0,18.3,-9.2
30595.410125,-8.9,999.0,18.3,-9.0
30605.410818,-8.9,999.0,18.3,-9.0
30615.462327,-8.9,999.0,18.2,-9.2
30625.531058,-9.0,999.0,18.3,-9.2
30635.534887,-9.0,999.0,18.2,-9.0
30645.570146,-9.0,999.0,18.2,-9.3
30655.589788,-9.0,999.0,18.2,-9.3
30665.606929,-8.9,999.0,18.1,-9.3
30675.627613,-9.0,999.0,18.0,-9.3
30685.652413,-9.0,999.0,18.1,-9.3
30695.697625,-9.0,999.0,18.1,-9.3
30705.718022,-8.9,999.0,18.1,-9.3
30715.755317,-9.0,999.0,18.2,-9.3
30725.774434,-9.0,999.0,18.1,-9.4
30735.826915,-9.0,999.0,18.1,-9.4
30745.845195,-9.0,999.0,18.1,-9.5
30755.849578,-9.0,999.0,18.0,-9.4
30765.886073,-9.0,999.0,18.0,-9.4
30775.901106,-9.1,999.0,18.0,-9.4
30785.923525,-9.1,999.0,18.0,-9.4
30795.928138,-9.0,999.0,18.0,-9.4
30805.965269,-9.1,999.0,18.0,-9.4
30815.999125,-9.0,999.0,17.9,-9.5
30826.003169,-9.1,999.0,17.9,-9.5
30836.038693,-9.0,999.0,17.9,-9.5
30846.042651,-9.1,999.0,17.8,-9.5
30856.078971,-9.1,999.0,17.9,-9.5
30866.083674,-9.1,999.0,17.8,-9.5
30876.119066,-9.1,999.0,17.8,-9.6
30886.138912,-9.0,999.0,17.8,-9.6
30896.156914,-9.1,999.0,17.8,-9.6
30906.192522,-9.1,999.0,17.8,-9.6
30916.199953,-9.1,999.0,17.8,-9.6
30926.231824,-9.1,999.0,17.8,-9.6
30936.267349,-9.1,999.0,17.8,-9.6
30946.272601,-9.2,999.0,17.8,-9.7
30956.307362,-9.2,999.0,17.7,-9.7
30966.314291,-9.2,999.0,17.8,-9.7
30976.347851,-9.2,999.0,17.7,-9.7
30986.368019,-9.1,999.0,17.8,-9.7
30996.419108,-9.2,999.0,17.7,-9.7
31006.438881,-9.2,999.0,17.7,-9.7
31016.457885,-9.2,999.0,17.7,-9.7
31026.48952,-9.2,999.0,17.6,-9.7
31036.513104,-9.2,999.0,17.6,-9.8
31046.564871,-9.2,999.0,17.6,-9.8
31056.569176,-9.2,999.0,17.8,-9.7
31066.58803,-9.2,999.0,17.6,-9.8
31076.62567,-9.2,999.0,17.6,-9.8
31086.62878,-9.2,999.0,17.6,-9.8
31096.666991,-9.2,999.0,17.6,-9.9
31106.684807,-9.2,999.0,17.6,-9.9
31116.718978,-9.2,999.0,17.6,-9.9
31126.723101,-9.2,999.0,17.6,-9.9
31136.758746,-9.2,999.0,17.5,-9.9
31146.775103,-9.2,999.0,17.5,-9.9
31156.794786,-9.2,999.0,17.5,-10.0
31166.849708,-9.2,999.0,17.5,-9.9
31176.866348,-9.2,999.0,17.5,-9.9
31186.889125,-9.2,999.0,17.5,-9.9
31196.924654,-9.2,999.0,17.5,-9.9
31206.929105,-9.2,999.0,17.5,-10.0
31216.963423,-9.2,999.0,17.5,-10.0
31226.984338,-9.2,999.0,17.4,-10.0
31237.035777,-9.2,999.0,17.5,-10.0
31247.05461,-9.2,999.0,17.4,-10.0
31257.09334,-9.3,999.0,17.4,-10.0
31267.12244,-9.2,999.0,17.4,-10.0
31277.129427,-9.3,999.0,17.3,-10.2
31287.157238,-9.2,999.0,17.4,-10.1
31297.197503,-9.3,999.0,17.4,-10.1
31307.237003,-9.2,999.0,17.4,-10.1
31317.257116,-9.3,999.0,17.4,-10.1
31327.286913,-9.2,999.0,17.3,-10.1
31337.326993,-9.2,999.0,17.4,-10.1
31347.361683,-9.2,999.0,17.4,-10.0
31357.400671,-9.2,999.0,17.4,-10.1
31367.417946,-9.3,999.0,17.3,-10.1
31377.446107,-9.3,999.0,17.3,-10.2
31387.484434,-9.3,999.0,17.4,-10.2
31397.493228,-9.3,999.0,17.4,-10.2
31407.528233,-9.3,999.0,17.4,-10.2
31417.557923,-9.3,999.0,17.3,-10.2
31427.599093,-9.3,999.0,17.3,-10.2
31437.618386,-9.3,999.0,17.3,-10.3
31447.633424,-9.3,999.0,17.3,-10.2
31457.673623,-9.3,999.0,17.3,-10.2
31467.692839,-9.4,999.0,17.3,-10.3
31477.709865,-9.3,999.0,17.3,-10.2
31487.73356,-9.3,999.0,17.3,-10.3
31497.761152,-9.3,999.0,17.3,-10.3
31507.790037,-9.3,999.0,17.3,-10.3
31517.806976,-9.4,999.0,17.3,-10.4
31527.842892,-9.3,999.0,17.4,-10.3
31537.84671,-9.3,999.0,17.3,-10.3
31547.883027,-9.3,999.0,17.2,-10.3
31557.918257,-9.4,999.0,17.3,-10.3
31567.923983,-9.3,999.0,17.3,-10.4
31577.941951,-9.3,999.0,17.3,-10.3
31587.947095,-9.4,999.0,17.4,-10.4
31597.982546,-9.4,999.0,17.3,-10.3
31607.999542,-9.4,999.0,17.4,-10.4
31618.019625,-9.4,999.0,17.3,-10.3
31628.056698,-9.4,999.0,17.5,-10.3
31638.069134,-9.3,999.0,17.4,-10.4
31648.111984,-9.4,999.0,17.4,-10.4
31658.131101,-9.4,999.0,17.5,-10.3
31668.149457,-9.4,999.0,17.3,-10.5
31678.172795,-9.4,999.0,17.5,-10.4
31688.191081,-9.4,999.0,17.4,-10.4
31698.210718,-9.4,999.0,17.5,-10.4
31708.215621,-9.4,999.0,17.5,-10.4
31718.253427,-9.4,999.0,17.4,-10.4
31728.296036,-9.4,999.0,17.5,-10.4
31738.32035,-9.4,999.0,17.3,-10.5
31748.339758,-9.4,999.0,17.5,-10.4
31758.361333,-9.4,999.0,17.4,-10.5
31768.380192,-9.5,999.0,17.6,-10.4
31778.407239,-9.4,999.0,17.5,-10.5
31788.452098,-9.5,999.0,17.4,-10.5
31798.4565,-9.4,999.0,17.6,-10.5
31808.491429,-9.4,999.0,17.5,-10.5
31818.510914,-9.5,999.0,17.7,-10.6
31828.547802,-9.4,999.0,17.6,-10.6
31838.568573,-9.5,999.0,17.6,-10.5
31848.584722,-9.5,999.0,17.6,-10.6
31858.625902,-9.5,999.0,17.6,-10.6
31868.6551,-9.5,999.0,17.6,-10.5
31878.659569,-9.5,999.0,17.7,-10.5
31888.667461,-9.5,999.0,17.7,-10.6
31898.685049,-9.5,999.0,17.7,-10.5
31908.72132,-9.5,999.0,17.7,-10.6
31918.739743,-9.5,999.0,17.7,-10.6
31928.776199,-9.5,999.0,17.8,-10.5
31938.778812,-9.4,999.0,17.8,-10.6
31948.821665,-9.4,999.0,17.8,-10.6
31958.849983,-9.4,999.0,17.8,-10.6
31968.869368,-9.5,999.0,17.8,-10.6
31978.906526,-9.5,999.0,17.7,-10.6
31988.908533,-9.5,999.0,17.8,-10.6
31998.961205,-9.5,999.0,17.7,-10.6
32008.994706,-9.5,999.0,17.8,-10.6
32019.031656,-9.5,999.0,17.8,-10.6
32029.065922,-9.5,999.0,17.8,-10.7
32039.071052,-9.5,999.0,17.9,-10.6
32049.106983,-9.5,999.0,17.9,-10.6
32059.110034,-9.5,999.0,17.9,-10.7
32069.146162,-9.5,999.0,17.9,-10.7
32079.164234,-9.5,999.0,17.9,-10.6
32089.181966,-9.5,999.0,17.8,-10.7
32099.220576,-9.5,999.0,18.0,-10.7
32109.228609,-9.5,999.0,18.0,-10.7
32119.275663,-9.5,999.0,18.0,-10.6
32129.294772,-9.5,999.0,18.0,-10.7
32139.331569,-9.5,999.0,18.0,-10.6
32149.350769,-9.5,999.0,18.0,-10.7
32159.355705,-9.5,999.0,18.1,-10.7
32169.390299,-9.5,999.0,18.2,-10.7
32179.41117,-9.5,999.0,18.1,-10.7
32189.450168,-9.5,999.0,18.1,-10.7
32199.479506,-9.6,999.0,18.1,-10.7
32209.481695,-9.5,999.0,18.2,-10.7
32219.536345,-9.5,999.0,18.1,-10.8
32229.540302,-9.6,999.0,18.1,-10.7
32239.571794,-9.5,999.0,18.2,-10.8
32249.579452,-9.5,999.0,18.3,-10.7
32259.615955,-9.6,999.0,18.3,-10.8
32269.619396,-9.6,999.0,18.2,-10.8
32279.639147,-9.6,999.0,18.2,-10.8
32289.674925,-9.5,999.0,18.2,-10.8
32299.694312,-9.6,999.0,18.3,-10.9
32309.729639,-9.6,999.0,18.3,-10.8
32319.732686,-9.6,999.0,18.3,-10.8
32329.763859,-9.6,999.0,18.4,-10.8
32339.790117,-9.6,999.0,18.4,-10.8
32349.808663,-9.6,999.0,18.4,-10.9
32359.840449,-9.6,999.0,18.3,-10.8
32369.848458,-9.5,999.0,18.4,-10.9
32379.884663,-9.8,999.0,18.4,-10.9
32389.900651,-9.6,999.0,18.5,-10.9
32399.923666,-9.6,999.0,18.5,-10.9
32409.942421,-9.6,999.0,18.5,-10.8
32419.973051,-9.6,999.0,18.5,-10.9
32430.014406,-9.6,999.0,18.5,-10.9
32440.016859,-9.6,999.0,18.5,-10.9
32450.053386,-9.6,999.0,18.5,-10.9
32460.057786,-9.6,999.0,18.4,-11.0
32470.093734,-9.6,999.0,18.7,-10.9
32480.128505,-9.7,999.0,18.6,-10.9
32490.132779,-9.6,999.0,18.7,-10.9
32500.184756,-9.7,999.0,18.6,-10.9
32510.188358,-9.8,999.0,18.7,-10.9
32520.223881,-9.6,999.0,18.7,-10.9
32530.241215,-9.6,999.0,18.7,-11.0
32540.302283,-9.7,999.0,18.9,-10.9
32550.32837,-9.7,999.0,18.7,-10.9
32560.335232,-9.9,999.0,18.7,-11.0
32570.359132,-9.7,999.0,18.7,-10.9
32580.40316,-9.7,999.0,18.7,-11.0
32590.423766,-9.6,999.0,18.9,-10.9
32600.443964,-9.8,999.0,18.8,-10.9
32610.463015,-9.7,999.0,18.9,-10.9
32620.49977,-9.6,999.0,18.9,-11.0
32630.503462,-9.7,999.0,18.9,-11.0
32640.538759,-9.7,999.0,18.8,-11.0
32650.556036,-9.9,999.0,18.9,-11.0
32660.616532,-9.7,999.0,18.9,-11.0
32670.644207,-9.7,999.0,18.9,-11.0
32680.652109,-9.7,999.0,18.9,-11.0
32690.699024,-9.7,999.0,18.9,-11.0
32700.719675,-9.8,999.0,18.9,-11.1
32710.759786,-9.7,999.0,18.9,-11.1
32720.790724,-9.8,999.0,19.0,-11.0
32730.794198,-9.7,999.0,19.0,-11.2
32740.846306,-9.7,999.0,19.1,-11.1
32750.84919,-10.0,999.0,19.0,-11.1
32760.886383,-9.8,999.0,19.1,-11.2
32770.907126,-9.7,999.0,19.1,-11.1
32780.948313,-9.7,999.0,19.1,-11.1
32790.979164,-9.7,999.0,19.1,-11.1
32800.996745,-10.0,999.0,19.2,-11.2
32811.030235,-9.8,999.0,19.2,-11.1
32821.049808,-9.8,999.0,19.1,-11.2
32831.069458,-9.8,999.0,19.2,-11.2
32841.105796,-9.8,999.0,19.2,-11.2
