#
## Proficy Historian SDK Data Export 
## Generated: 03/06/2023 09:24:27 AM
## Start Time: 03/02/2023 02:00:00 PM
## End Time: 03/03/2023 10:00:00 AM
## Interval: 60000 milliseconds
## Records Returned: 1200
#
Timestamp, SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
03/02/2023 17:29:00, -85.7, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:30:00, -85.6, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:31:00, -85.7, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:32:00, -85.6, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:33:00, -85.5, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:34:00, -85.5, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:35:00, -85.5, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:36:00, -85.5, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:37:00, -85.4, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:38:00, -85.4, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:39:00, -85.4, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:40:00, -85.4, -39.9, -39.9, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:41:00, -85.4, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:42:00, -85.4, -39.9, -40, -40, 0, 0, 2100, 418, 1046, 2100, -7.3
03/02/2023 17:43:00, -85.3, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:44:00, -85.3, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:45:00, -85.3, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:46:00, -85.3, -39.9, -40, -40, 0, 0, 2100, 418, 1046, 2100, -7.3
03/02/2023 17:47:00, -85.3, -39.9, -40, -40, 0, 0, 2100, 418, 1046, 2100, -7.3
03/02/2023 17:48:00, -85.1, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:49:00, -85.1, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:50:00, -85.1, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:51:00, -84.9, -39.9, -40, -40, 0, 0, 2100, 419, 1047, 2100, -7.3
03/02/2023 17:52:00, -84.8, -39.9, -40, -40, 0, 0, 2100, 419, 1046, 2100, -7.3
03/02/2023 17:53:00, -84.9, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:54:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:55:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 417, 1047, 2100, -7.3
03/02/2023 17:56:00, -84.8, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:57:00, -84.8, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:58:00, -84.8, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 17:59:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 18:00:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 418, 1047, 2100, -7.3
03/02/2023 18:01:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 417, 1047, 2100, -7.3
03/02/2023 18:02:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:03:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:04:00, -84.6, -40, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:05:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:06:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:07:00, -84.7, -40, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:08:00, -84.6, -40, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:09:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:10:00, -84.7, -40, -39.9, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:11:00, -84.6, -39.9, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:12:00, -84.8, -40, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:13:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:14:00, -84.7, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:15:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:16:00, -84.7, -39.9, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:17:00, -84.7, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:18:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:19:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:20:00, -84.5, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:21:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:22:00, -84.6, -40, -40, -40, 0, 0, 2100, 417, 1046, 2100, -7.3
03/02/2023 18:23:00, -84.5, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:24:00, -84.7, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:25:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:26:00, -84.6, -40, -39.9, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:27:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:28:00, -84.6, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:29:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:30:00, -84.6, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:31:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:32:00, -84.5, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:33:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:34:00, -84.6, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:35:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:36:00, -84.6, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.4
03/02/2023 18:37:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:38:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:39:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:40:00, -84.6, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:41:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:42:00, -84.5, -40, -39.9, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:43:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:44:00, -84.3, -40, -40, -40, 0, 0, 2100, 416, 1046, 2100, -7.3
03/02/2023 18:45:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:46:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:47:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.3
03/02/2023 18:48:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:49:00, -84.3, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:50:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:51:00, -84.5, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:52:00, -84.3, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:53:00, -84.5, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.3
03/02/2023 18:54:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.4
03/02/2023 18:55:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.3
03/02/2023 18:56:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 18:57:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 18:58:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 18:59:00, -84.5, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:00:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:01:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.3
03/02/2023 19:02:00, -84.5, -40, -39.9, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:03:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:04:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:05:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:06:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:07:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:08:00, -84.4, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.4
03/02/2023 19:09:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:10:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:11:00, -84.4, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:12:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:13:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:14:00, -84.2, -40, -40, -40, 0, 0, 2100, 415, 1046, 2100, -7.4
03/02/2023 19:15:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:16:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:17:00, -84.2, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:18:00, -84.1, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:19:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:20:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:21:00, -84.2, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:22:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:23:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:24:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:25:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:26:00, -84.2, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:27:00, -84.2, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:28:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:29:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:30:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:31:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:32:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:33:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:34:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:35:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:36:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:37:00, -84.2, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:38:00, -84.4, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:39:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:40:00, -84.3, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 19:41:00, -84.3, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:42:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:43:00, -84.2, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:44:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:45:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:46:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:47:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:48:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:49:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:50:00, -84, -40, -40, -40, 0, 0, 2100, 414, 1046, 2100, -7.4
03/02/2023 19:51:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:52:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:53:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:54:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:55:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:56:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 19:57:00, -83.9, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 19:58:00, -84, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 19:59:00, -84, -40, -39.9, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:00:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:01:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:02:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:03:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:04:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:05:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:06:00, -84.1, -40, -39.9, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:07:00, -83.9, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:08:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:09:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:10:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:11:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:12:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:13:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:14:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:15:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:16:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:17:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:18:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:19:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:20:00, -84, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:21:00, -84.1, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:22:00, -84, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:23:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:24:00, -84, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:25:00, -84.1, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:26:00, -84, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:27:00, -84.2, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:28:00, -84.2, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:29:00, -84.2, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:30:00, -84.2, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:31:00, -84.3, -40, -40, -40, 0, 0, 2100, 413, 1046, 2100, -7.4
03/02/2023 20:32:00, -84.2, -40, -40, -40, 0, 0, 2100, 412, 1046, 2100, -7.4
03/02/2023 20:33:00, -84.2, -40, -39.8, -40, 0, 0, 2100, 384, 1046, 2100, -8.0
03/02/2023 20:34:00, -85.3, -39.7, -39.3, -40, 0, 0, 2100, 224, 1046, 2100, -11.2
03/02/2023 20:35:00, -84.8, -39.6, -39.5, -40, 0, 0, 2100, 95, 1046, 2100, -13.5
03/02/2023 20:36:00, -84.7, -39.7, -39.7, -40, 0, 0, 2100, 45, 1046, 2100, -14.7
03/02/2023 20:37:00, -84.7, -39.9, -39.8, -40, 0, 0, 2100, 22, 1046, 2100, -15.2
03/02/2023 20:38:00, -84.8, -40, -39.9, -40, 0, 0, 2100, 11, 1046, 2100, -15.5
03/02/2023 20:39:00, -84.8, -40.1, -40, -40, 0, 0, 2100, 5, 1046, 2100, -15.6
03/02/2023 20:40:00, -84.9, -40.2, -40, -40, 0, 0, 2100, 3, 1046, 2100, -15.6
03/02/2023 20:41:00, -84.9, -40.2, -40, -40, 0, 0, 1524, 1, 1047, 1510, -15.7
03/02/2023 20:42:00, -85, -40.2, -40, -40, 0, 0, 859, 1, 849, 846, -15.7
03/02/2023 20:43:00, -85, -40.2, -40, -40, 0, 0, 524, 1, 548, 511, -15.7
03/02/2023 20:44:00, -84.9, -40.2, -40, -40, 0, 0, 346, 0, 385, 334, -15.7
03/02/2023 20:45:00, -84.8, -40.2, -40, -40, 0, 0, 246, 0, 293, 235, -15.7
03/02/2023 20:46:00, -84.7, -40.2, -40, -40, 0, 0, 187, 0, 239, 177, -15.7
03/02/2023 20:47:00, -84.7, -40.2, -40, -40, 0, 0, 152, 0, 206, 141, -15.7
03/02/2023 20:48:00, -84.7, -40.2, -40, -40, 0, 0, 129, 0, 185, 119, -15.7
03/02/2023 20:49:00, -84.7, -40.3, -40, -40, 0, 0, 114, 0, 171, 104, -15.7
03/02/2023 20:50:00, -84.9, -40.3, -39.9, -39.7, 0, 100, 104, 0, 162, 94, -15.7
03/02/2023 20:51:00, -85.4, -40.1, -39.5, -39.2, 0, 100, 100, 0, 159, 89, -15.7
03/02/2023 20:52:00, -86.2, -39.8, -38.9, -38.7, 0, 100, 100, 0, 158, 88, -15.7
03/02/2023 20:53:00, -86.7, -39.3, -38.2, -38.2, 0, 100, 100, 0, 154, 90, -15.7
03/02/2023 20:54:00, -86.5, -38.7, -37.8, -37.7, 0, 100, 100, 0, 154, 90, -15.7
03/02/2023 20:55:00, -86.7, -38.2, -37.2, -37.2, 0, 100, 100, 0, 154, 90, -15.7
03/02/2023 20:56:00, -86.8, -37.6, -36.7, -36.7, 0, 100, 100, 0, 155, 89, -15.7
03/02/2023 20:57:00, -86.8, -37.1, -36.2, -36.2, 0, 100, 100, 0, 155, 90, -15.7
03/02/2023 20:58:00, -87.1, -36.6, -35.7, -35.7, 0, 100, 99, 0, 156, 89, -15.7
03/02/2023 20:59:00, -86.9, -36.1, -35.2, -35.2, 0, 100, 100, 0, 156, 89, -15.7
03/02/2023 21:00:00, -87, -35.6, -34.7, -34.7, 0, 100, 100, 0, 156, 90, -15.7
03/02/2023 21:01:00, -87.2, -35.1, -34.2, -34.2, 0, 100, 99, 0, 156, 89, -15.7
03/02/2023 21:02:00, -87.2, -34.6, -33.7, -33.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:03:00, -87.4, -34.1, -33.2, -33.2, 0, 100, 100, 0, 158, 90, -15.7
03/02/2023 21:04:00, -87.4, -33.6, -32.7, -32.7, 0, 100, 99, 0, 156, 89, -15.7
03/02/2023 21:05:00, -87.5, -33.1, -32.1, -32.2, 0, 100, 101, 0, 157, 90, -15.7
03/02/2023 21:06:00, -87.2, -32.6, -31.7, -31.7, 0, 100, 101, 0, 159, 91, -15.7
03/02/2023 21:07:00, -87.6, -32.1, -31.1, -31.2, 0, 100, 101, 0, 160, 91, -15.7
03/02/2023 21:08:00, -87.3, -31.6, -30.8, -30.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:09:00, -87.6, -31.1, -30.2, -30.2, 0, 100, 99, 0, 157, 89, -15.7
03/02/2023 21:10:00, -87.6, -30.6, -29.7, -29.7, 0, 100, 101, 0, 158, 90, -15.7
03/02/2023 21:11:00, -87.8, -30.1, -29.2, -29.2, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:12:00, -87.7, -29.6, -28.7, -28.7, 0, 100, 101, 0, 158, 90, -15.7
03/02/2023 21:13:00, -87.5, -29.1, -28.2, -28.2, 0, 100, 99, 0, 157, 89, -15.7
03/02/2023 21:14:00, -87.6, -28.6, -27.7, -27.7, 0, 100, 101, 0, 160, 90, -15.7
03/02/2023 21:15:00, -84.1, -28.1, -27.2, -27.2, 0, 100, 115, 0, 183, 104, -15.7
03/02/2023 21:16:00, -87.5, -27.6, -26.7, -26.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:17:00, -87.9, -27.1, -26.2, -26.2, 0, 100, 102, 0, 161, 91, -15.7
03/02/2023 21:18:00, -87.8, -26.6, -25.7, -25.7, 0, 100, 99, 0, 157, 88, -15.7
03/02/2023 21:19:00, -88, -26.2, -25.2, -25.2, 0, 100, 102, 0, 160, 91, -15.7
03/02/2023 21:20:00, -87.7, -25.6, -24.8, -24.7, 0, 100, 101, 0, 160, 90, -15.7
03/02/2023 21:21:00, -87.7, -25.1, -24.2, -24.2, 0, 100, 101, 0, 158, 90, -15.7
03/02/2023 21:22:00, -87.9, -24.7, -23.7, -23.7, 0, 100, 101, 0, 161, 90, -15.7
03/02/2023 21:23:00, -87.7, -24.2, -23.3, -23.2, 0, 100, 100, 0, 157, 90, -15.7
03/02/2023 21:24:00, -87.9, -23.7, -22.7, -22.7, 0, 100, 101, 0, 161, 90, -15.7
03/02/2023 21:25:00, -88.2, -23.2, -22.2, -22.2, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:26:00, -88, -22.7, -21.7, -21.7, 0, 100, 99, 0, 159, 89, -15.7
03/02/2023 21:27:00, -88.2, -22.2, -21.2, -21.2, 0, 100, 100, 0, 158, 90, -15.7
03/02/2023 21:28:00, -87.9, -21.7, -20.8, -20.7, 0, 100, 99, 0, 155, 88, -15.7
03/02/2023 21:29:00, -88.1, -21.2, -20.2, -20.2, 0, 100, 101, 0, 160, 90, -15.7
03/02/2023 21:30:00, -88.3, -20.7, -19.7, -19.7, 0, 100, 101, 0, 159, 90, -15.7
03/02/2023 21:31:00, -88.4, -20.2, -19.2, -19.2, 0, 100, 99, 0, 158, 88, -15.7
03/02/2023 21:32:00, -88.1, -19.7, -18.8, -18.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:33:00, -88.3, -19.2, -18.2, -18.2, 0, 100, 100, 0, 159, 89, -15.7
03/02/2023 21:34:00, -88.6, -18.7, -17.6, -17.7, 0, 100, 102, 0, 162, 91, -15.7
03/02/2023 21:35:00, -88.3, -18.2, -17.3, -17.2, 0, 100, 101, 0, 159, 90, -15.7
03/02/2023 21:36:00, -88.9, -17.7, -16.6, -16.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:37:00, -88.6, -17.2, -16.2, -16.2, 0, 100, 100, 0, 157, 89, -15.7
03/02/2023 21:38:00, -88.7, -16.7, -15.7, -15.7, 0, 100, 100, 0, 158, 89, -15.7
03/02/2023 21:39:00, -88.7, -16.2, -15.2, -15.2, 0, 100, 101, 0, 161, 90, -15.7
03/02/2023 21:40:00, -89.1, -15.7, -14.7, -14.7, 0, 100, 100, 0, 160, 89, -15.7
03/02/2023 21:41:00, -89, -15.2, -14.2, -14.2, 0, 100, 100, 0, 158, 89, -15.7
